index,2023-01-01 00:00:00,2023-01-01 01:00:00,2023-01-01 02:00:00,2023-01-01 03:00:00,2023-01-01 04:00:00,2023-01-01 05:00:00,2023-01-01 06:00:00,2023-01-01 07:00:00,2023-01-01 08:00:00,2023-01-01 09:00:00,2023-01-01 10:00:00,2023-01-01 11:00:00,2023-01-01 12:00:00,2023-01-01 13:00:00,2023-01-01 14:00:00,2023-01-01 15:00:00,2023-01-01 16:00:00,2023-01-01 17:00:00,2023-01-01 18:00:00,2023-01-01 19:00:00,2023-01-01 20:00:00,2023-01-01 21:00:00,2023-01-01 22:00:00,2023-01-01 23:00:00,2023-01-02 00:00:00,2023-01-02 01:00:00,2023-01-02 02:00:00,2023-01-02 03:00:00,2023-01-02 04:00:00,2023-01-02 05:00:00,2023-01-02 06:00:00,2023-01-02 07:00:00,2023-01-02 08:00:00,2023-01-02 09:00:00,2023-01-02 10:00:00,2023-01-02 11:00:00,2023-01-02 12:00:00,2023-01-02 13:00:00,2023-01-02 14:00:00,2023-01-02 15:00:00,2023-01-02 16:00:00,2023-01-02 17:00:00,2023-01-02 18:00:00,2023-01-02 19:00:00,2023-01-02 20:00:00,2023-01-02 21:00:00,2023-01-02 22:00:00,2023-01-02 23:00:00,2023-01-03 00:00:00
95.711305596065,92.33062579689158,101.92819557589472,94.33148619862988,100.82046162592285,103.96297305477516,102.24075432623302,97.78459842259888,106.14395241021607,99.75950809558564,95.32785652823584,100.77911737347073,105.3306161442751,99.22319189994916,107.1845497204915,99.14010157219796,100.018460412573,98.15660619561588,107.0026844775924,103.51470033219177,99.0785009880301,102.19225803505476,89.01313566327688,108.45389551592147,103.90498628318396,92.92173768657324,97.8632339151758,103.23186779850128,98.96164625634304,109.69135425733718,108.00900605328684,107.90476253112662,93.27567740124708,103.85981827275644,103.18807635223834,102.09426564874136,104.9763530044082,101.6080232361539,108.50157743230491,111.44374600672288,111.19766077759276,107.29015754818109,118.15908444662593,114.04511577888472,108.01896724084982,106.29606088443046,115.57734894656475,114.104017249696,102.19197010024388,114.85027874451566
108.82542650736224,105.46789691689486,100.0506064678309,108.77523933714832,110.23085293057264,118.39976842129376,115.41939008352652,107.8878128888969,112.91690153856382,115.26828054540566,111.73254831192662,108.5315859858554,108.96994088596524,113.7204495053982,114.0190863059618,110.64931192196812,99.1770116731478,105.97761703434384,115.68488774879944,102.0872044690451,118.81597417185456,118.22823795089744,113.40400876239951,116.33793474609246,116.14056819850468,113.05939203505824,106.92000786192308,118.7701324023102,121.11283550502186,108.17524027166093,107.30200065649004,113.81293525649428,111.5029883164535,115.49458267991396,120.94405193274494,103.80848141563985,123.0744385559938,113.26446194604782,117.98489157444666,118.6462727208834,119.35443778397558,116.11079011542196,117.4009869097554,117.48863296491068,113.01083996667636,107.48908982289709,110.29891726704552,115.987494379352,112.68683470201952,112.8089059321541
125.836483354199,121.24185655890636,115.7924590772504,120.51676128095728,115.15727208983336,117.91253154984864,119.66561752822736,115.46625512492852,114.22308397381804,123.86227909748796,120.9046903337683,106.65078962913556,114.67108693370363,114.19152187929976,115.07649832931052,122.57668276720328,118.44135360319176,111.47598965705708,116.58503198595484,121.2849087673253,117.55124848273688,115.49747816849992,120.4464628619972,126.94895467484376,121.23085259107656,125.492276042638,116.1614348951716,119.06772418560848,119.02488881014986,119.81723755664224,121.48070735301108,114.7355992444196,122.61750690564033,111.2898704615532,112.79702671659592,130.19849894207496,117.0123672154448,123.25120994520616,128.13374315831712,108.10672066115288,125.3449699893343,122.99121984727786,127.97927235918,113.8984726112783,127.08917961002292,116.16066482630688,125.1544669801774,119.72132163125065,123.77412563113344,120.1814863028849
110.75499356205192,104.36214328504408,121.02530251785196,118.66590955103185,121.98254694287046,118.73552917134532,130.08953411076064,121.1526796290972,117.76409815615412,121.6824910571916,117.84713711645598,120.44799460834572,113.88677251821396,119.92007606024386,117.560568422413,114.32097664648468,129.7961710422116,114.4796510586805,119.91199143033846,115.83998086132664,121.31407975115076,113.4298312417053,123.97443142560246,129.9223374209372,115.51079139348457,125.7582882023531,117.72703220839928,127.12640201754104,130.49899517080252,118.34506945910567,111.8674031387941,124.16234374940667,120.49525005475552,121.83142087608684,117.57060474950586,114.79279996032524,124.96051369421107,120.69931179914464,111.82225184642212,122.412180522833,121.34451322030448,117.2211462928934,126.8787892462499,115.61905770564796,117.7933167446532,122.40794785073332,118.873120164284,111.48993502408922,119.25194816648369,116.18006589543654
122.45423079148972,118.84075544946684,118.47080408370346,112.66880867226357,116.66994204482376,122.57879258667629,113.75204756126348,117.37665334547184,112.76009194068432,111.42427902035948,116.81862921873936,118.00963475435874,127.00593063059418,114.65359395987896,116.57263301893184,110.4640095416283,119.664800208774,118.48163336193294,123.81903977921613,121.81944310062516,117.9010022628354,113.67463037919474,116.92774332991128,115.22715348065972,120.42544673830622,119.6642858335246,113.9241640659004,107.96784158838692,121.8147853635528,117.9257392151634,113.2859350146166,117.46327673719858,114.9872633242584,121.06862900999954,104.687770364488,112.2104123087586,122.0499128681574,116.7274971901187,122.63000947101338,107.51203217665989,118.83477791153132,118.38629307150332,104.76656972500156,111.5464222521747,112.33870448089176,104.61969646767903,111.18931729923132,116.77183821742184,110.2936577308175,113.30006205133468
113.1761595801028,111.70730769398978,108.07965206300648,114.73600661989607,103.34199602426372,111.15420364498314,117.87167943299204,108.5392696514014,106.97033820026364,114.06427059868808,111.0825485540514,113.82029742115697,110.11221337980454,97.80392468730852,115.4696435003838,119.74393895130966,115.636801409335,91.34417358802588,111.1148634650569,106.34576582943454,103.0774789132993,108.93070972364724,107.38983031121414,110.49455859813924,108.05007660134704,101.97824293161936,104.51366265085272,103.52050567892464,98.44078703477062,99.97718043550049,105.59157613884032,113.57653968003092,103.5901866552077,102.29039288270644,99.98007845894917,105.847570877738,111.39899036149588,115.3233614392156,106.54366635560577,105.62284736246704,102.01122902050402,102.6510035541648,107.48449993371932,102.56860090715033,103.13550329649809,103.62372164463272,100.59948415601498,102.98153903604182,93.06187899533252,105.70524684118402
114.52178771038898,99.8042946851948,104.23502576869652,106.42481187169348,108.36887973557324,100.4468718569658,92.55239176022631,102.7054793001599,101.8126673113502,99.24127911119665,100.10204034215285,101.28791604005797,102.1781795689045,101.76823694236408,98.88056192385204,101.6901893336438,98.1434690212972,102.57862209802336,96.03121501714286,99.33373808240056,90.6498754992392,96.71926073949714,101.20664477355152,93.00107832064846,96.36998514852807,85.74607801287827,90.73221675386368,91.84161927549953,97.68441519406038,98.64465588365827,96.4995867152611,94.66947400963832,94.48985099903123,99.76886948769275,97.05640287477456,94.12664012572748,102.06735125201698,105.15565544144008,88.98245478429669,97.629584024018,110.2728476394515,96.0313119269086,95.01492006575845,93.96701718753562,96.50515105561207,97.63789164367844,87.44932866730261,93.35114606959452,81.94712900481328,92.05976123610218
88.405318082611,94.4277752162556,84.26383921472271,89.79875674065106,97.00843147757342,88.61019538941244,82.28413559242617,92.91425433043888,88.51255669594453,90.3352447638628,87.43566956992056,100.77824005910534,82.93804268014765,104.71896345030729,88.42232850459675,91.11773417558234,87.15249124712253,86.77027691854423,85.75728326273287,92.51674456709064,82.28652931252174,90.9922115990549,78.08143129273859,90.2048667176898,92.91738228990826,82.13465521464182,91.73769681801528,88.43881184735751,96.01310222464538,83.58522348230822,101.78268665418469,75.59158028279253,85.74195390520313,78.74186977728607,96.33651371104416,85.62055680665152,85.91976503882017,88.8448343842574,86.4564112330708,83.3647773065224,79.9048661266509,86.88657062746496,87.79547139860037,89.2369017183719,95.1837889279129,74.61289014711727,85.00618339763108,91.16796172495758,84.45264560807104,73.25187609738565
78.35652985672996,86.32508820123006,86.01527148056651,87.79047720352052,80.39798801794232,85.47917576184959,79.32875507894674,85.23777099049673,84.08556081733383,79.59833981797917,91.378331146325,74.94565084783407,82.65379920303928,79.03711694420114,92.3140737690476,86.02816150780029,79.68442723929972,81.42892062274221,92.03202256802363,77.89432704026711,73.70517473358248,83.88591104645971,83.9043001273145,85.57326262683813,85.51498926674556,90.91594779256198,73.38408849946276,75.8749225083495,85.11593240019201,76.1945886084601,74.35940801135018,90.893041826586,73.38742688979377,79.65595082440727,81.04250969211753,87.81393588383358,71.85502001938426,83.20907755168668,76.61437357957557,84.14076916126625,76.40703221355759,88.74286956448933,76.31867131094893,68.45772746602199,76.76941141271793,79.35512125569241,86.02329301658503,74.2712940551182,74.323929669624,85.27579409108017
73.55447985455511,79.49534995207854,79.5586378410773,81.40338676923122,76.53181574213464,75.6136283947406,81.89259515059562,75.70964842317878,73.36327147430717,86.27759474503289,82.55653919569114,88.93303411053817,83.99681464872063,73.71970867168415,80.52772160187595,74.95518199230301,71.76472379692227,77.7782250373376,84.91533916559447,81.37769434971257,73.04611982172786,77.58834621431367,79.28718875987785,71.5594308497463,83.57632986782303,78.87427077264806,73.07445165274801,72.80303928337777,85.55570836215472,78.16380360224285,86.03710622203916,87.96559622869975,85.23852643187895,77.48258390850354,67.68595360288845,81.76760371794344,90.68992072534574,80.08648590587119,70.34773371613076,76.95776809030258,79.45081416790914,74.91882464145658,67.63024760646098,80.00397246085741,76.61400851398015,89.44896152701385,81.1397294613399,83.03345571132985,80.14306501117684,81.26202673874425
72.5886527702878,75.70802547999503,86.41255122899113,82.07931513546494,79.10389884471924,83.59361191601148,83.76027501421149,91.25552903325108,82.1883516156537,76.13431245978735,80.94405737952025,84.63790881806888,86.65776029001718,73.68552613040481,83.1122669162064,77.44232575714464,79.18211859197517,86.33295621620468,85.92527386590415,78.89532608504187,81.59071043255801,79.79510923139588,97.03138676970347,84.06376245396392,78.5753997263416,89.48620563021134,89.76695482267503,92.04398507217248,93.6332782680526,86.8412466271196,81.66444891447512,82.51332115352136,82.18037648707296,81.73796335055013,90.07403898015032,83.9971900166363,88.97152917843741,87.61942872727288,78.86757669635121,75.90054075553557,78.43023631629224,82.60868806985766,85.5440579900279,81.76262920779862,88.65267251210561,82.63362597007725,86.69302002934091,86.13378422523422,94.35713255985662,80.94928811303296
