index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
15598695.0,15649354.0,15737556.0,15671610.0,15625092.0,15741032.0,15750014.0,15784761.0,15768359.0,15805769.0,15719508.0,15609011.0,15703106.0,15626795.0,15773731.0,15756196.0,15687903.0,15777599.0,15754577.0,15584113.0,15669589.0,15632793.0,15711130.0,15615254.0,15720583.0,15780432.0,15673223.0,15807989.0,15761168.0,15651272.0,15812832.0,15680517.0,15750569.0,15690743.0,15627741.0,15712121.0,15805429.0,15814923.0,15589230.0,15775490.0,15749727.0,15619238.0,15593468.0,15718454.0,15789498.0,15744691.0,15708289.0,15790412.0,15741416.0,15598894.0
15663294.0,15572728.0,15706729.0,15674433.0,15641170.0,15806284.0,15690958.0,15606386.0,15682322.0,15579915.0,15681928.0,15734005.0,15650432.0,15592578.0,15671243.0,15775709.0,15702631.0,15602282.0,15717879.0,15740878.0,15794468.0,15773277.0,15572657.0,15800295.0,15672397.0,15684921.0,15720676.0,15731829.0,15732672.0,15692406.0,15764405.0,15757537.0,15793307.0,15660679.0,15666856.0,15687372.0,15667289.0,15624641.0,15734610.0,15631882.0,15642709.0,15811026.0,15596303.0,15787255.0,15617166.0,15742442.0,15758692.0,15568238.0,15730353.0,15731555.0
15582404.0,15721462.0,15632899.0,15808526.0,15694349.0,15718465.0,15682995.0,15584776.0,15777772.0,15576156.0,15646756.0,15742886.0,15586135.0,15616152.0,15721460.0,15727317.0,15649536.0,15754929.0,15572051.0,15668142.0,15701176.0,15708422.0,15655632.0,15744606.0,15612140.0,15656086.0,15655298.0,15644796.0,15726250.0,15764432.0,15631721.0,15707479.0,15579826.0,15668104.0,15641604.0,15587240.0,15680767.0,15601594.0,15589969.0,15703728.0,15617790.0,15662500.0,15778526.0,15670584.0,15748069.0,15680597.0,15628992.0,15719624.0,15812767.0,15689201.0
15614716.0,15683618.0,15799631.0,15692259.0,15590966.0,15656426.0,15675256.0,15751185.0,15789582.0,15651103.0,15672299.0,15772250.0,15763922.0,15633870.0,15624323.0,15688612.0,15694644.0,15587174.0,15579559.0,15775430.0,15623695.0,15760849.0,15813095.0,15705281.0,15812594.0,15626322.0,15723105.0,15588449.0,15794849.0,15620000.0,15799720.0,15711287.0,15613102.0,15621440.0,15677146.0,15801169.0,15722425.0,15682421.0,15691910.0,15721779.0,15579548.0,15681075.0,15607884.0,15767757.0,15791550.0,15658589.0,15670822.0,15629744.0,15660768.0,15726310.0
15641298.0,15625675.0,15713354.0,15633866.0,15704231.0,15735400.0,15632826.0,15751022.0,15664737.0,15681126.0,15738954.0,15662263.0,15621611.0,15783752.0,15709474.0,15701280.0,15671104.0,15796434.0,15781505.0,15625819.0,15753174.0,15654067.0,15724719.0,15624695.0,15718216.0,15586300.0,15783349.0,15725767.0,15791925.0,15793585.0,15576641.0,15749519.0,15684960.0,15591286.0,15668323.0,15608528.0,15645184.0,15702566.0,15660840.0,15750811.0,15733842.0,15581526.0,15662751.0,15684319.0,15702190.0,15588517.0,15801863.0,15584271.0,15700366.0,15804038.0
15720820.0,15743759.0,15749947.0,15670496.0,15746664.0,15745533.0,15761497.0,15628600.0,15627002.0,15614635.0,15731281.0,15814022.0,15659194.0,15745030.0,15691817.0,15707488.0,15784700.0,15710397.0,15687648.0,15732281.0,15607230.0,15567630.0,15587507.0,15733904.0,15709511.0,15579616.0,15694852.0,15589924.0,15799300.0,15731330.0,15694129.0,15620372.0,15744622.0,15799815.0,15759250.0,15732643.0,15690540.0,15803078.0,15652180.0,15741195.0,15743490.0,15575510.0,15732610.0,15602909.0,15734058.0,15801788.0,15702462.0,15683416.0,15794187.0,15792989.0
15613734.0,15606177.0,15636700.0,15645766.0,15671345.0,15652469.0,15749638.0,15728706.0,15735439.0,15778696.0,15624744.0,15584338.0,15726178.0,15794939.0,15788068.0,15572956.0,15780386.0,15791114.0,15708046.0,15719779.0,15591550.0,15639368.0,15699830.0,15569264.0,15595158.0,15599126.0,15650575.0,15641490.0,15680234.0,15592230.0,15626212.0,15700627.0,15782641.0,15784445.0,15813681.0,15596649.0,15700460.0,15724076.0,15784000.0,15733966.0,15612667.0,15654025.0,15589431.0,15578238.0,15566269.0,15639217.0,15688644.0,15662426.0,15720511.0,15567246.0
15647965.0,15679048.0,15675749.0,15782181.0,15795738.0,15773751.0,15655436.0,15691396.0,15796958.0,15801832.0,15661349.0,15719265.0,15779985.0,15663410.0,15704144.0,15774104.0,15812230.0,15742848.0,15745326.0,15674541.0,15728564.0,15580701.0,15688973.0,15709412.0,15607753.0,15705352.0,15602500.0,15672437.0,15720968.0,15730796.0,15768219.0,15663883.0,15589296.0,15586425.0,15679813.0,15681410.0,15668283.0,15624072.0,15669664.0,15682728.0,15573851.0,15733661.0,15710012.0,15763327.0,15668853.0,15639303.0,15691011.0,15638513.0,15648933.0,15628904.0
15644788.0,15598161.0,15745624.0,15733169.0,15801417.0,15592707.0,15593954.0,15714431.0,15638257.0,15690939.0,15723613.0,15813640.0,15707322.0,15588918.0,15600357.0,15747014.0,15809830.0,15662245.0,15651075.0,15594456.0,15583462.0,15757661.0,15729117.0,15749671.0,15566253.0,15595153.0,15698572.0,15674149.0,15623082.0,15797905.0,15746028.0,15582951.0,15616471.0,15641575.0,15638803.0,15808283.0,15811200.0,15733476.0,15633274.0,15582168.0,15807269.0,15602979.0,15660417.0,15590199.0,15641794.0,15779174.0,15785547.0,15795124.0,15718912.0,15592028.0
15580227.0,15657830.0,15798256.0,15643819.0,15754301.0,15726855.0,15755225.0,15725221.0,15789055.0,15617507.0,15668894.0,15589563.0,15693162.0,15750099.0,15795540.0,15794941.0,15611848.0,15581237.0,15738150.0,15678571.0,15736124.0,15623202.0,15804201.0,15596863.0,15696277.0,15748608.0,15723864.0,15802390.0,15774336.0,15648766.0,15659094.0,15606397.0,15642619.0,15666032.0,15595842.0,15753837.0,15783882.0,15799790.0,15628155.0,15703778.0,15722322.0,15639278.0,15568487.0,15682084.0,15642821.0,15601387.0,15642515.0,15710421.0,15726774.0,15649078.0
