index,2012-05-18,2012-05-21,2012-05-22,2012-05-23,2012-05-24,2012-05-25,2012-05-29,2012-05-30,2012-05-31,2012-06-01,2012-06-04,2012-06-05,2012-06-06,2012-06-07,2012-06-08,2012-06-11,2012-06-12,2012-06-13,2012-06-14,2012-06-15,2012-06-18,2012-06-19,2012-06-20,2012-06-21,2012-06-22,2012-06-25,2012-06-26,2012-06-27,2012-06-28,2012-06-29,2012-07-02,2012-07-03,2012-07-05,2012-07-06,2012-07-09,2012-07-10,2012-07-11,2012-07-12,2012-07-13,2012-07-16,2012-07-17,2012-07-18,2012-07-19,2012-07-20,2012-07-23,2012-07-24,2012-07-25,2012-07-26,2012-07-27
42.04999923706055,36.52999877929688,32.61000061035156,31.3700008392334,32.95000076293945,32.900001525878906,31.479999542236328,28.700000762939453,28.549999237060547,28.88999938964844,27.200000762939453,26.700000762939453,26.06999969482422,27.0,26.549999237060547,27.18000030517578,27.479999542236328,27.65999984741211,27.649999618530277,28.51000022888184,29.959999084472656,31.540000915527344,31.920000076293945,31.670000076293945,32.40999984741211,32.86000061035156,32.689998626708984,32.459999084472656,31.959999084472656,31.920000076293945,31.25,30.90999984741211,31.31999969482422,31.440000534057617,32.099998474121094,32.43000030517578,31.479999542236328,30.700000762939453,31.040000915527344,30.5,28.479999542236328,28.309999465942383,29.40999984741211,29.0,28.1200008392334,28.81999969482422,28.38999938964844,27.75,23.190000534057617,24.0
23.3700008392334,21.5,20.770000457763672,20.36000061035156,21.38999938964844,22.200000762939453,20.709999084472656,20.75,21.40999984741211,22.149999618530277,21.40999984741211,20.63999938964844,20.440000534057617,20.01000022888184,19.049999237060547,19.57999992370605,19.36000061035156,19.5,19.520000457763672,19.489999771118164,19.100000381469727,19.31999969482422,19.270000457763672,18.68000030517578,18.07999992370605,18.270000457763672,18.739999771118164,19.100000381469727,19.059999465942383,18.920000076293945,20.76000022888184,20.959999084472656,21.1299991607666,22.670000076293945,21.600000381469727,21.989999771118164,23.020000457763672,22.96999931335449,21.780000686645508,21.200000762939453,20.149999618530277,20.989999771118164,20.56999969482422,22.07999992370605,22.07999992370605,22.299999237060547,22.31999969482422,21.489999771118164,20.399999618530277,20.38999938964844
19.93000030517578,19.8799991607666,19.75,19.68000030517578,19.68000030517578,19.5,19.700000762939453,19.0,19.200000762939453,19.25,24.1299991607666,23.290000915527344,22.399999618530277,20.81999969482422,21.07999992370605,21.26000022888184,21.100000381469727,21.239999771118164,20.850000381469727,20.520000457763672,19.959999084472656,19.149999618530277,19.61000061035156,20.100000381469727,22.34000015258789,22.25,23.959999084472656,22.729999542236328,23.21999931335449,24.57999992370605,24.940000534057617,26.040000915527344,25.940000534057617,26.5,27.26000022888184,28.0,27.059999465942383,27.75,27.68000030517578,27.06999969482422,27.170000076293945,28.06999969482422,28.0,27.59000015258789,28.18000030517578,26.770000457763672,26.959999084472656,27.82999992370605,27.489999771118164,26.65999984741211
26.5,27.030000686645508,26.549999237060547,25.479999542236328,26.200000762939453,27.440000534057617,27.8799991607666,28.01000022888184,28.690000534057617,29.51000022888184,29.670000076293945,30.600000381469727,31.280000686645508,32.08000183105469,30.63999938964844,30.209999084472656,30.07999992370605,30.309999465942383,29.75,31.100000381469727,31.270000457763672,31.40999984741211,31.8799991607666,32.0,30.979999542236328,29.149999618530277,31.01000022888184,29.059999465942383,28.26000022888184,28.739999771118164,29.11000061035156,28.88999938964844,28.61000061035156,27.670000076293945,27.36000061035156,28.020000457763672,28.520000457763672,28.229999542236328,28.920000076293945,28.280000686645508,27.6200008392334,27.15999984741211,27.36000061035156,27.34000015258789,26.84000015258789,27.049999237060547,27.76000022888184,27.8799991607666,28.100000381469727,27.56999969482422
28.43000030517578,28.01000022888184,28.100000381469727,27.6200008392334,27.100000381469727,27.030000686645508,26.3700008392334,26.530000686645508,26.68000030517578,25.65999984741211,25.799999237060547,25.75,25.07999992370605,25.0,26.09000015258789,25.6299991607666,25.770000457763672,25.82999992370605,26.6200008392334,26.86000061035156,27.190000534057617,26.57999992370605,27.01000022888184,27.479999542236328,28.0,27.15999984741211,26.809999465942383,26.649999618530277,26.81999969482422,25.6200008392334,25.809999465942383,26.21999931335449,25.93000030517578,26.06999969482422,26.600000381469727,27.15999984741211,27.1299991607666,27.850000381469727,28.01000022888184,29.040000915527344,28.32999992370605,27.549999237060547,26.8799991607666,27.07999992370605,27.13999938964844,26.600000381469727,26.88999938964844,26.920000076293945,26.479999542236328,26.399999618530277
26.18000030517578,25.8700008392334,25.649999618530277,24.799999237060547,24.96999931335449,24.540000915527344,23.790000915527344,24.1299991607666,24.6299991607666,24.270000457763672,23.88999938964844,23.350000381469727,22.989999771118164,23.030000686645508,24.059999465942383,24.030000686645508,24.15999984741211,23.71999931335449,23.559999465942383,23.90999984741211,24.09000015258789,24.200000762939453,24.280000686645508,24.59000015258789,23.950000762939453,24.13999938964844,24.51000022888184,24.239999771118164,24.68000030517578,24.96999931335449,24.700000762939453,24.21999931335449,24.649999618530277,24.46999931335449,25.06999969482422,25.57999992370605,25.959999084472656,25.739999771118164,25.93000030517578,26.38999938964844,26.3700008392334,26.75,25.81999969482422,25.989999771118164,26.100000381469727,26.31999969482422,33.540000915527344,33.77000045776367,34.06999969482422,35.650001525878906
37.959999084472656,37.29999923706055,37.65999984741211,38.43000030517578,39.11000061035156,38.61000061035156,39.130001068115234,38.59000015258789,38.20000076293945,38.2400016784668,36.83000183105469,36.36000061035156,36.970001220703125,37.43000030517578,38.34999847412109,38.380001068115234,38.369998931884766,39.0,40.900001525878906,40.68000030517578,39.959999084472656,40.88999938964844,42.02000045776367,41.84000015258789,42.0099983215332,41.790000915527344,43.09000015258789,44.36000061035156,44.2400016784668,43.38999938964844,45.52999877929688,45.040000915527344,44.84999847412109,42.5,44.84000015258789,45.5099983215332,46.31999969482422,47.27999877929688,48.5099983215332,49.22999954223633,50.0099983215332,50.290000915527344,50.13999938964844,49.970001220703125,50.130001068115234,50.470001220703125,49.77000045776367,50.72999954223633,50.59999847412109,47.380001068115234
47.869998931884766,49.18000030517578,48.310001373291016,49.9900016784668,50.040000915527344,51.119998931884766,54.18000030517578,54.68000030517578,54.33000183105469,51.75,52.380001068115234,53.18000030517578,51.540000915527344,50.72999954223633,50.0,47.15999984741211,50.84999847412109,49.369998931884766,47.790000915527344,50.2599983215332,49.2400016784668,47.810001373291016,47.040000915527344,46.0,46.22999954223633,48.70000076293945,49.11000061035156,48.470001220703125,46.2599983215332,46.61000061035156,46.9900016784668,47.040000915527344,46.36000061035156,44.65999984741211,45.970001220703125,46.75,46.900001525878906,46.75,46.459999084472656,48.150001525878906,48.97999954223633,48.09000015258789,48.63999938964844,50.54999923706055,51.04999923706055,51.65999984741211,53.25,54.7599983215332,54.86000061035156,54.33000183105469
54.93000030517578,55.5,58.27000045776367,58.31999969482422,57.47999954223633,54.93000030517578,54.119998931884766,54.83000183105469,55.02000045776367,54.41999816894531,57.70000076293945,57.59999847412109,58.650001525878906,57.130001068115234,57.90999984741211,56.459999084472656,57.97999954223633,57.2599983215332,57.29999923706055,56.59999847412109,58.84999847412109,56.369998931884766,56.150001525878906,54.72999954223633,54.02000045776367,54.61000061035156,62.119998931884766,60.470001220703125,63.02999877929688,62.04999923706055,62.7400016784668,61.459999084472656,62.27000045776367,64.30000305175781,63.75,64.91999816894531,64.18000030517578,67.5,66.94000244140625,67.05000305175781,67.7300033569336,69.69000244140625,68.73999786376953,70.94999694824219,70.19000244140625,69.33999633789062,69.47000122070312,66.95999908447266,68.66000366210938,69.69000244140625
71.87999725341797,71.08000183105469,70.7699966430664,72.5,69.86000061035156,71.29000091552734,68.48999786376953,68.18000030517578,68.76000213623047,69.16999816894531,68.01000213623047,67.52999877929688,67.19000244140625,64.88999938964844,64.73999786376953,60.5099983215332,61.34000015258789,60.77999877929688,60.459999084472656,63.209999084472656,62.54999923706055,59.93999862670898,55.900001525878906,57.68000030517578,59.630001068115234,63.08000183105469,57.59999847412109,60.09000015258789,59.290000915527344,59.790000915527344,59.29999923706055,59.459999084472656,62.650001525878906,63.45000076293945,63.59999847412109,59.970001220703125,58.04999923706055,56.09000015258789,57.58000183105469,60.43000030517578,61.29999923706055,59.66999816894531,60.97999954223633,58.77000045776367,57.22999954223633,56.84999847412109,57.97999954223633,59.65999984741211,59.52999877929688,59.2599983215332
