index,https://www.imdb.com/title/tt0054357/?ref_=sr_t_1,https://www.imdb.com/title/tt0054215/?ref_=sr_t_2,https://www.imdb.com/title/tt0053604/?ref_=sr_t_3,https://www.imdb.com/title/tt0054331/?ref_=sr_t_4,https://www.imdb.com/title/tt0053472/?ref_=sr_t_5,https://www.imdb.com/title/tt0054098/?ref_=sr_t_6,https://www.imdb.com/title/tt0052698/?ref_=sr_t_7,https://www.imdb.com/title/tt0053459/?ref_=sr_t_8,https://www.imdb.com/title/tt0054460/?ref_=sr_t_9,https://www.imdb.com/title/tt0054167/?ref_=sr_t_10,https://www.imdb.com/title/tt0054407/?ref_=sr_t_11,https://www.imdb.com/title/tt0054242/?ref_=sr_t_12,https://www.imdb.com/title/tt0054389/?ref_=sr_t_13,https://www.imdb.com/title/tt0054219/?ref_=sr_t_14,https://www.imdb.com/title/tt0054047/?ref_=sr_t_15,https://www.imdb.com/title/tt0053779/?ref_=sr_t_16,https://www.imdb.com/title/tt0054387/?ref_=sr_t_17,https://www.imdb.com/title/tt0054135/?ref_=sr_t_18,https://www.imdb.com/title/tt0054189/?ref_=sr_t_19,https://www.imdb.com/title/tt0053804/?ref_=sr_t_20,https://www.imdb.com/title/tt0054248/?ref_=sr_t_21,https://www.imdb.com/title/tt0054195/?ref_=sr_t_22,https://www.imdb.com/title/tt0053580/?ref_=sr_t_23,https://www.imdb.com/title/tt0053619/?ref_=sr_t_24,https://www.imdb.com/title/tt0054067/?ref_=sr_t_25,https://www.imdb.com/title/tt0054033/?ref_=sr_t_26,https://www.imdb.com/title/tt0053768/?ref_=sr_t_27,https://www.imdb.com/title/tt0053976/?ref_=sr_t_28,https://www.imdb.com/title/tt0053946/?ref_=sr_t_29,https://www.imdb.com/title/tt0054428/?ref_=sr_t_30,https://www.imdb.com/title/tt0053849/?ref_=sr_t_31,https://www.imdb.com/title/tt0054443/?ref_=sr_t_32,https://www.imdb.com/title/tt0054749/?ref_=sr_t_33,https://www.imdb.com/title/tt0052832/?ref_=sr_t_34,https://www.imdb.com/title/tt0052555/?ref_=sr_t_35,https://www.imdb.com/title/tt0053793/?ref_=sr_t_36,https://www.imdb.com/title/tt0053622/?ref_=sr_t_37,https://www.imdb.com/title/tt0053559/?ref_=sr_t_38,https://www.imdb.com/title/tt0053677/?ref_=sr_t_39,https://www.imdb.com/title/tt0054367/?ref_=sr_t_40,https://www.imdb.com/title/tt0054310/?ref_=sr_t_41,https://www.imdb.com/title/tt0054469/?ref_=sr_t_42,https://www.imdb.com/title/tt0054343/?ref_=sr_t_43,https://www.imdb.com/title/tt0053365/?ref_=sr_t_44,https://www.imdb.com/title/tt0053715/?ref_=sr_t_45,https://www.imdb.com/title/tt0054172/?ref_=sr_t_46,https://www.imdb.com/title/tt0054084/?ref_=sr_t_47,https://www.imdb.com/title/tt0053908/?ref_=sr_t_48,https://www.imdb.com/title/tt0054022/?ref_=sr_t_49
5000000.0,806947.0,3000000.0,12000000.0,400000.0,15000000.0,82540000.0,135000.0,890063.0,2000000.0,750000.0,2800000.0,4000000.0,12000000.0,27000.0,450000.0,2000000.0,5000000.0,200000.0,2000000.0,3000000.0,2800000.0,1330000.0,2930000.0,5421000.0,3500000.0,3585000.0,3500000.0,270000.0,1775000.0,1515000.0,2000000.0,45000.0,200000.0,100000.0,600000.0,247716.0,3200000.0,1638000.0,125000.0,192000.0,146417.0,3000000.0,1370000.0,1595000.0,1818688.0,151000.0,900000.0,1357000.0,60000.0
500000.0,150000.0,800000.0,3500000.0,20152.0,67000000.0,4000000.0,6000000.0,98000.0,457000.0,100000.0,30000.0,40000.0,500000.0,1400000.0,133060.0,115000.0,365000.0,1650000.0,1843000.0,500000.0,931724.0,857000.0,33000000.0,750000.0,200000.0,1090000.0,150000.0,73000.0,400000.0,2200000.0,86000.0,30000000.0,40357287.0,32066835.0,18778738.0,1846975.0,594039.0,161434.0,132928.0,61453.0,46961.0,99129.0,34588.0,31539.0,21124.0,1656.0,416.0,217420.0,5902.0
108070.0,12634.0,11328.0,6334.0,2606.0,6952.0,14062.0,64.0,8722.0,337833.0,84.0,3047.0,370.0,4360000.0,1236.0,14673.0,5307.0,51775.0,2496.0,17781.0,1463.0,2977.0,1708.0,475231.0,1528.0,4581.0,40356000.0,32000000.0,18600000.0,1830650.0,414173.0,161434.0,132928.0,58565.0,46808.0,36598.0,34588.0,31539.0,21124.0,1656.0,3270000.0,12000000.0,9600000.0,1962000.0,6000000.0,7300000.0,5450000.0,11336000.0,93215.0,7412000.0
6578.0,3000000.0,92162.0,32424.0,60258.0,11945.0,19628.0,15942.0,6756.0,8677.0,11206.0,1656.0,6578.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
