index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,5.0,7.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,11.0,11.0,11.0,14.0,14.0,14.0,16.0,16.0,16.0,17.0,17.0,17.0,18.0,18.0,18.0,18.0,18.0
18.0,18.0,18.0,18.0,18.0,18.0,18.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,19.0,20.0,20.0,20.0,21.0,21.0,21.0,22.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,29.0,23.0,23.0,23.0,23.0,24.0,24.0,24.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0
27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,27.0,28.0,28.0,28.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,29.0,32.0,32.0,32.0,33.0,33.0,33.0,33.0,33.0,33.0,36.0,36.0,36.0,37.0,37.0,37.0,37.0,37.0,37.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0
2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,2024.0,5088.215925975072,1801.70967621032,6889.925602185392,4988.446986250071,1676.5094381240433,6664.956424374113,22729.0,5244.0,27973.0,52154.0,41274.0,93428.0,8057.0,7792.0,15849.0,26048.0,11534.0,37582.0,61860.0,32796.0,94656.0,49798.0,23154.0,72952.0
50308.0,64077.0,114385.0,20924.0,19331.0,40255.0,27564.0,35423.0,62987.0,85.0,57.0,142.0,1888.0,335.0,2223.0,726.0,153.0,879.0,501.0,190.0,691.0,307.0,139.0,446.0,858.0,327.0,1185.0,408.0,64.0,472.0,11731.0,4424.0,16155.0,1232.0,475.0,1707.0,316.0,29.0,345.0,27813.0,4629.0,32442.0,4097.0,0.0,4097.0,13103.0,14465.0,27568.0,27693.0,10913.0
38606.0,15341.0,8139.0,23480.0,8725.0,7466.0,16191.0,11105.0,7868.0,1151.0,18973.0,26687.0,16974.0,43661.0,30541.0,15867.0,46408.0,31584.0,8984.0,40568.0,18028.0,6008.0,24036.0,1614.0,215.0,1829.0,34134.0,16012.0,50146.0,23992.0,0.0,23992.0,24.0,0.0,24.0,44086.0,9737.0,53823.0,18707.0,4128.0,22835.0,10515.0,11666.0,56713.0,15670.0,72383.0,49026.0,14462.0,63488.0,52756.0
15360.0,68116.0,87658.0,15773.0,103431.0,37697.0,9889.0,47586.0,113.7840740249276,40.29032378968025,154.07439781460783,111.55301374992902,37.49056187595654,149.04357562588555,3882.1855075346143,1396.7651561500197,5278.950663684634,3620.047509041473,803.0421521002564,4423.089661141729,19656.0,3198.0,22854.0,37490.0,18609.0,56099.0,5932.0,5442.0,11374.0,14568.0,5008.0,19576.0,49229.0,22141.0,71370.0,39341.0,9345.0,48686.0,39375.0,39857.0,79232.0,17278.0,11119.0,28397.0,20478.0,9919.0,30397.0,25.0,4.0,29.0
1211.0,105.0,1316.0,132.0,8.0,140.0,191.0,32.0,223.0,143.0,38.0,181.0,421.0,111.0,532.0,223.0,39.0,262.0,9123.0,2617.0,11740.0,580.0,119.0,699.0,117.0,20.0,137.0,17786.0,3356.0,21142.0,2257.0,0.0,2257.0,7120.0,4858.0,11978.0,20470.0,3783.0,24253.0,13899.0,5717.0,19616.0,7948.0,4471.0,12419.0,9553.0,5492.0,359.0,15045.0,20935.0
