index,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0
23.0,53.0,55.0,64.0,62.0,61.0,60.0,55.0,54.0,53.0,53.0,53.0,52.0,50.0,49.0,49.0,49.0,49.0,60.0,63.0,65.0,63.0,65.0,62.0,51.0,55.0,53.0,60.0,53.0,60.0,58.0,68.0,49.0,57.0,65.0,44.0,47.0,62.0,45.0,47.0,46.0,55.0,49.0,44.0,45.0,43.0,46.0,43.0,55.0,48.0
53.0,47.0,38.0,43.0,43.0,44.0,61.0,68.0,68.0,56.0,24.0,21.0,66.0,16.0,19.0,15.0,62.0,64.0,16.0,55.0,57.0,47.0,15.0,67.0,23.0,68.0,68.0,65.0,65.0,63.0,24.0,61.0,68.0,44.0,58.0,66.0,53.0,67.0,59.0,65.0,57.0,61.0,64.0,60.0,48.0,60.0,43.0,52.0,49.0,47.0
58.0,51.0,68.0,38.0,51.0,36.0,41.0,11.0,31.0,16.0,36.0,42.0,34.0,25.0,58.0,68.0,67.0,59.0,54.0,13.0,13.0,26.0,21.0,42.0,18.0,22.0,24.0,28.0,32.0,28.0,31.0,22.0,33.0,30.0,29.0,58.0,67.0,68.0,68.0,67.0,67.0,66.0,66.0,66.0,66.0,65.0,64.0,64.0,64.0,63.0
63.0,65.0,63.0,62.0,62.0,60.0,60.0,60.0,60.0,60.0,59.0,60.0,59.0,60.0,58.0,58.0,58.0,57.0,58.0,57.0,57.0,57.0,56.0,40.0,53.0,53.0,39.0,59.0,50.0,54.0,38.0,48.0,41.0,51.0,51.0,39.0,40.0,48.0,60.0,38.0,42.0,49.0,61.0,57.0,57.0,57.0,57.0,57.0,56.0,56.0
56.0,56.0,55.0,55.0,55.0,55.0,55.0,55.0,54.0,54.0,54.0,54.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,53.0,52.0,53.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0
51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,51.0,50.0,51.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,49.0,49.0
49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,25.0,58.0,39.0,35.0,33.0,54.0,34.0,44.0,39.0,32.0,66.0,48.0,64.0,39.0,63.0,52.0,63.0,46.0,63.0,44.0,61.0,59.0,47.0,58.0,48.0,57.0,53.0,56.0,45.0,56.0
55.0,59.0,34.0,50.0,56.0,47.0,55.0,44.0,47.0,54.0,53.0,54.0,49.0,54.0,44.0,54.0,45.0,53.0,49.0,53.0,46.0,67.0,59.0,63.0,61.0,68.0,51.0,61.0,65.0,61.0,62.0,66.0,58.0,65.0,53.0,57.0,59.0,59.0,49.0,55.0,55.0,65.0,67.0,64.0,64.0,60.0,68.0,54.0,65.0,63.0
64.0,60.0,64.0,65.0,57.0,35.0,40.0,15.0,29.0,18.0,19.0,14.0,11.0,22.0,23.0,20.0,13.0,30.0,12.0,19.0,14.0,17.0,18.0,58.0,56.0,53.0,51.0,67.0,58.0,51.0,68.0,68.0,68.0,67.0,67.0,67.0,66.0,66.0,66.0,68.0,65.0,65.0,65.0,65.0,64.0,64.0,64.0,64.0,64.0,66.0
64.0,64.0,64.0,63.0,65.0,66.0,67.0,62.0,64.0,55.0,44.0,60.0,64.0,58.0,45.0,37.0,68.0,45.0,51.0,49.0,27.0,38.0,41.0,25.0,51.0,45.0,60.0,46.0,51.0,62.0,63.0,61.0,50.0,54.0,49.0,25.0,20.0,18.0,22.0,12.0,13.0,39.0,35.0,38.0,42.0,39.0,68.0,12.0,12.0,19.0
22.0,13.0,33.0,32.0,61.0,28.0,32.0,26.0,31.0,19.0,24.0,22.0,57.0,22.0,19.0,25.0,15.0,31.0,44.0,50.0,22.0,47.0,40.0,63.0,33.0,21.0,21.0,12.0,27.0,48.0,23.0,27.0,43.0,30.0,26.0,26.0,18.0,15.0,34.0,54.0,25.0,36.0,51.0,37.0,28.0,16.0,36.0,38.0,19.0,33.0
39.0,26.0,21.0,63.0,20.0,17.0,14.0,42.0,36.0,40.0,35.0,40.0,28.0,30.0,63.0,17.0,29.0,27.0,31.0,47.0,47.0,43.0,43.0,55.0,47.0,51.0,45.0,36.0,57.0,51.0,58.0,45.0,56.0,50.0,55.0,49.0,46.0,50.0,49.0,57.0,49.0,51.0,39.0,49.0,53.0,47.0,48.0,46.0,53.0,38.0
47.0,39.0,51.0,54.0,47.0,32.0,39.0,45.0,45.0,42.0,47.0,43.0,48.0,54.0,49.0,44.0,54.0,54.0,50.0,54.0,43.0,41.0,52.0,54.0,40.0,42.0,60.0,27.0,54.0,50.0,41.0,52.0,38.0,67.0,42.0,52.0,42.0,45.0,36.0,41.0,35.0,51.0,47.0,42.0,57.0,44.0,56.0,49.0,43.0,40.0
44.0,40.0,40.0,45.0,25.0,50.0,42.0,38.0,64.0,68.0,59.0,30.0,21.0,40.0,34.0,37.0,41.0,51.0,44.0,54.0,55.0,41.0,42.0,40.0,41.0,49.0,64.0,55.0,56.0,53.0,42.0,41.0,21.0,49.0,42.0,61.0,61.0,34.0,54.0,42.0,63.0,41.0,66.0,45.0,45.0,29.0,60.0,54.0,56.0,49.0
57.0,55.0,45.0,62.0,48.0,58.0,61.0,64.0,38.0,50.0,65.0,36.0,44.0,58.0,45.0,27.0,65.0,67.0,64.0,63.0,64.0,62.0,60.0,60.0,60.0,59.0,56.0,56.0,56.0,55.0,55.0,27.0,24.0,47.0,53.0,24.0,50.0,46.0,27.0,19.0,44.0,33.0,65.0,54.0,57.0,59.0,58.0,59.0,45.0,49.0
55.0,53.0,67.0,50.0,17.0,61.0,55.0,54.0,51.0,48.0,50.0,47.0,44.0,64.0,61.0,66.0,60.0,67.0,61.0,59.0,23.0,57.0,57.0,67.0,63.0,62.0,64.0,67.0,59.0,66.0,64.0,68.0,56.0,65.0,67.0,61.0,47.0,65.0,61.0,59.0,61.0,67.0,49.0,37.0,55.0,53.0,30.0,58.0,51.0,19.0
56.0,60.0,59.0,35.0,24.0,24.0,19.0,21.0,34.0,18.0,25.0,21.0,31.0,36.0,18.0,28.0,22.0,67.0,36.0,62.0,57.0,30.0,52.0,45.0,42.0,41.0,67.0,62.0,56.0,67.0,60.0,59.0,60.0,55.0,64.0,64.0,50.0,65.0,54.0,59.0,49.0,57.0,63.0,58.0,50.0,48.0,48.0,63.0,53.0,59.0
46.0,46.0,19.0,29.0,28.0,32.0,11.0,15.0,14.0,27.0,39.0,28.0,20.0,31.0,18.0,32.0,39.0,38.0,25.0,18.0,22.0,24.0,23.0,15.0,21.0,18.0,34.0,17.0,27.0,20.0,20.0,20.0,20.0,23.0,36.0,19.0,29.0,49.0,32.0,53.0,51.0,20.0,28.0,58.0,20.0,41.0,20.0,47.0,44.0,13.0
56.0,50.0,55.0,61.0,53.0,49.0,48.0,48.0,37.0,44.0,42.0,55.0,44.0,42.0,36.0,29.0,46.0,30.0,34.0,39.0,28.0,33.0,30.0,53.0,40.0,40.0,44.0,29.0,45.0,27.0,40.0,33.0,29.0,40.0,33.0,29.0,45.0,47.0,46.0,45.0,33.0,45.0,44.0,33.0,47.0,55.0,29.0,44.0,44.0,44.0
33.0,23.0,38.0,41.0,26.0,31.0,51.0,54.0,53.0,31.0,47.0,49.0,52.0,52.0,46.0,36.0,50.0,31.0,36.0,40.0,45.0,36.0,46.0,48.0,29.0,41.0,41.0,30.0,43.0,32.0,47.0,31.0,39.0,47.0,32.0,32.0,47.0,40.0,42.0,46.0,31.0,33.0,43.0,40.0,51.0,44.0,35.0,44.0,42.0,61.0
53.0,51.0,51.0,50.0,50.0,50.0,51.0,50.0,49.0,49.0,49.0,49.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,46.0,46.0,46.0,46.0,47.0,46.0
46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,46.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,44.0,44.0,51.0,50.0,50.0,49.0,49.0,49.0,48.0,48.0,48.0,48.0,48.0,50.0,48.0,48.0
48.0,48.0,48.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,47.0,60.0,43.0,56.0,47.0,35.0,48.0,39.0,53.0,32.0,35.0,42.0,61.0,54.0,66.0,64.0,62.0,61.0,45.0,63.0,61.0,57.0,60.0,47.0,60.0,46.0,59.0,52.0,49.0,62.0,60.0,43.0,11.0,58.0,51.0,58.0
